Material Entity,Social Relation,Sentence
dead,mourner,"The chief mourner offers these to the dead person, and makes a bundle of them in his cloth."
dead,mourner,"After the cremation or burial of a corpse, a rope is held by two of the relations between the dead person’s remains and the karta (chief mourner), and cut in two, as if to indicate that all connection between the karta and the deceased has ceased."
dead,mourner,"As the dead body is taken to the burial ground, the chief mourner, wearing the ornaments above mentioned, goes behind it."
dead,child,"The belly is cut open four inches below the navel, and, if the child is found alive, it is taken out and brought up; if dead, it is put back in the womb with a piece of gold and some ghee."
dead,mourner,"The dead are usually cremated, and the washerman of the village assists the chief mourner in igniting the pyre."
dead,wife,"Amid much joking, and speech-making by the veterans, it was decided that, as the eldest son of the deceased woman was dead, leaving a widow, this daughter-in-law should be united to the second son, and that they should live together as man and wife."
dead,chief,"The chief mourner is either the son or nephew of the dead person, and he performs the death ceremonies as directed by the priest (Chithayan), who attends wearing a new cloth, turban, and the sacred thread."
dead,ancestor,"A lighted lamp is placed at all times on the platform, and in front of it astrological calculations and predictions are made, for it is believed that those who made such calculations there will have the aid of the spirit of their dead Brāhman ancestor, who was so learned in the science that he could tell of events long past, and predict even future birth."
dead,widow,"They employ Brāhmans as priests, practice infant marriage, and prohibit widow marriage, usually burn their dead, and decline to eat in the houses of any caste below Brāhmans."
dead,mourner,"The chief mourner is either the son or nephew of the dead person, and he performs the death ceremonies as directed by the priest (Chithayan), who attends wearing a new cloth, turban, and the sacred thread."
dead,wife,"A young woman’s husband was dead, and his younger brother was almost of an age to take her to wife."
dead,karta,"After the cremation or burial of a corpse, a rope is held by two of the relations between the dead person’s remains and the karta (chief mourner), and cut in two, as if to indicate that all connection between the karta and the deceased has ceased."
debt,sowcar,"For the same debt the sowcar (money-lender) claimed the services of his son, and he too died in bondage, leaving two small sons aged 13 and 9, whose services were also claimed for an alleged arrear of Rs. 30 on a debt of Rs. 20 borrowed 50 years back, for which Rs. 50 in cash had been repaid in addition to the perpetual labour of a man for a similar period.’"
debt,husband,"If the woman lives till the debt is discharged, and if she has children by the creditor, the boys remain with him, the girls go back with her to her husband.”"
debt,wife,"If the wife who is in pledge dies a natural death, the debt is discharged."
debt,master,"Neither are much given to changing masters, and, though a Mūlada Holeya is no longer a slave, he is usually as much in debt as a Sālada Holeya, and can only change when his new master takes the debt over."
debt,master,"Should they be so unfortunate as to fail in the undertaking, they willingly mortgage themselves to their master, or to some other, for the wages above mentioned, and wait for some favourable opportunity to pay off the debt."
debt,lender,"For the same debt the sowcar (money-lender) claimed the services of his son, and he too died in bondage, leaving two small sons aged 13 and 9, whose services were also claimed for an alleged arrear of Rs. 30 on a debt of Rs. 20 borrowed 50 years back, for which Rs. 50 in cash had been repaid in addition to the perpetual labour of a man for a similar period.’"
debt,son,"That son alone, on whom he throws his debt, is begotten for (the fulfilment of) the law."
debt,son,"For the same debt the sowcar (money-lender) claimed the services of his son, and he too died in bondage, leaving two small sons aged 13 and 9, whose services were also claimed for an alleged arrear of Rs. 30 on a debt of Rs. 20 borrowed 50 years back, for which Rs. 50 in cash had been repaid in addition to the perpetual labour of a man for a similar period.’"
debt,slave,"Neither are much given to changing masters, and, though a Mūlada Holeya is no longer a slave, he is usually as much in debt as a Sālada Holeya, and can only change when his new master takes the debt over."
debt,father,"The accepted practice, as well as the recognised principle among the Nambūtiris, seems to be in consonance with the directions expounded by Manu, viz.— Immediately on the birth of his first-born, a man is the father of a son, and is free from the debt to the manes."
debt,father,"In the Rig Vēda it is stated that “when a father sees the face of a living son, he pays a debt in him, and gains immortality."
debt,son,"In the Rig Vēda it is stated that “when a father sees the face of a living son, he pays a debt in him, and gains immortality."
debt,son,"The accepted practice, as well as the recognised principle among the Nambūtiris, seems to be in consonance with the directions expounded by Manu, viz.— Immediately on the birth of his first-born, a man is the father of a son, and is free from the debt to the manes."
